customer_id,customer_age,customer_gender,region
C15636,47,Male,South
C17555,54,Female,South
C17862,52,Female,South
C12882,19,Male,North
C17267,25,Female,South
C15014,69,Female,West
C11095,36,Female,South
C16045,28,Male,Central
C10409,40,Male,South
C16088,34,Female,North
C13235,53,Female,West
C14041,20,Female,East
C17715,47,Female,West
C17767,29,Female,South
C12045,43,Female,West
C16863,67,Male,East
C16551,42,Male,East
C12393,28,Female,West
C17418,49,Female,South
C16948,54,Female,South
C11107,54,Female,South
C10033,21,Female,South
C13443,23,Male,West
C17474,64,Other,Central
C16298,67,Female,South
C15282,58,Female,West
C12805,65,Female,East
C14739,21,Female,North
C13431,31,Male,West
C13218,57,Male,North
C14445,52,Male,Central
C11147,65,Male,East
C13165,18,Male,South
C13984,20,Male,West
C11788,38,Female,West
C16550,27,Male,Central
C15174,28,Female,Central
C13946,51,Male,South
C10092,64,Female,Central
C11595,60,Male,North
C16438,39,Male,South
C15410,29,Male,North
C13875,33,Male,East
C16024,29,Other,North
C12682,68,Male,East
C16820,19,Female,South
C15469,30,Female,East
C12467,52,Female,East
C12139,29,Male,North
C10323,37,Male,West
C11166,50,Male,East
C10737,24,Male,South
C16821,60,Male,East
C16118,64,Other,North
C17552,33,Male,North
C11483,69,Male,South
C15179,60,Male,South
C10411,18,Female,North
C16128,25,Other,East
C15154,26,Female,West
C13230,55,Female,North
C14315,66,Female,North
C15541,60,Female,West
C16498,50,Female,Central
C16887,23,Male,South
C14956,25,Male,East
C14856,29,Male,West
C13704,67,Female,North
C16839,41,Male,North
C10029,25,Male,West
C17199,31,Female,Central
C12885,22,Female,North
C17775,36,Female,East
C10576,61,Female,East
C15155,19,Female,South
C17615,23,Female,West
C11344,33,Male,North
C14664,55,Female,West
C17142,68,Female,East
C12573,30,Male,West
C14314,59,Male,West
C16367,49,Female,East
C16642,62,Female,West
C10548,48,Male,East
C12208,58,Male,South
C10041,61,Male,East
C17520,64,Female,North
C17007,48,Female,South
C10978,64,Other,North
C10036,30,Female,West
C10812,36,Male,South
C15281,47,Female,South
C14452,40,Male,North
C14421,29,Male,West
C16596,54,Female,East
C13827,65,Male,North
C16889,65,Male,East
C10414,31,Male,South
C17772,42,Female,West
C13208,67,Male,South
C12383,23,Female,South
C16432,29,Female,South
C14149,27,Male,South
C10942,59,Female,South
C14265,45,Female,West
C12453,28,Male,East
C12186,33,Male,South
C17203,55,Female,South
C13592,64,Male,Central
C10898,44,Female,North
C12477,63,Male,Central
C16575,36,Male,Central
C15075,57,Male,South
C16591,20,Female,Central
C12618,36,Male,South
C13458,54,Female,South
C13836,64,Male,East
C17076,51,Female,Central
C13271,52,Female,Central
C17422,53,Female,East
C13441,27,Female,West
C17511,61,Male,North
C14511,67,Male,South
C17684,63,Male,East
C15377,40,Male,East
C14950,39,Female,East
C10308,63,Female,West
C16774,38,Female,West
C14031,38,Male,Central
C11424,29,Female,South
C14065,42,Other,North
C13127,60,Male,South
C10002,49,Male,South
C16748,68,Female,Central
C10351,40,Male,Central
C15026,37,Male,South
C16973,61,Female,North
C14779,40,Male,South
C16252,55,Female,West
C13802,40,Female,East
C15074,31,Male,South
C14209,60,Male,West
C14280,58,Female,East
C16428,62,Female,East
C11006,66,Female,East
C13121,58,Female,South
C16047,52,Male,South
C16858,56,Male,Central
C12072,53,Other,East
C15699,34,Female,East
C17786,30,Male,East
C17023,67,Female,North
C14702,40,Male,Central
C14993,38,Female,West
C10618,35,Male,South
C12699,68,Male,Central
C15743,21,Male,West
C15655,21,Male,East
C15119,66,Male,Central
C10651,38,Male,West
C11396,63,Male,North
C12580,18,Other,South
C10780,44,Male,East
C16739,52,Male,Central
C10647,52,Female,North
C11432,23,Other,Central
C16280,25,Female,East
C17922,46,Female,East
C16768,51,Female,East
C13733,51,Male,North
C15349,63,Male,North
C14802,53,Female,South
C12574,33,Male,Central
C14165,40,Male,West
C16160,41,Female,East
C14028,53,Female,East
C13001,52,Male,East
C15671,53,Male,North
C12485,42,Female,South
C12697,22,Male,North
C11552,38,Male,South
C15034,38,Female,North
C14792,54,Male,Central
C12484,50,Male,South
C14704,45,Female,East
C15309,53,Female,South
C12714,46,Male,East
C14777,69,Female,Central
C11140,25,Female,East
C17727,65,Male,West
C14460,39,Male,East
C14172,62,Female,East
C11112,42,Female,East
C10672,56,Female,West
C17685,39,Female,West
C14279,30,Other,North
C17292,25,Female,West
C17067,42,Female,West
C11384,21,Male,East
C11267,51,Female,South
C17479,68,Other,Central
C15974,63,Female,West
C12298,63,Female,Central
C14540,25,Male,East
C13870,46,Male,East
C11706,52,Male,South
C17554,31,Female,South
C14069,48,Female,Central
C15157,34,Female,East
C15018,50,Female,South
C17811,19,Male,North
C11879,36,Male,Central
C17437,58,Male,Central
C14872,46,Male,East
C15851,59,Female,East
C16876,43,Male,East
C17742,42,Male,East
C14155,53,Male,East
C11695,55,Female,South
C16879,45,Male,North
C15767,20,Male,South
C13387,59,Female,West
C16872,41,Female,North
C12270,50,Other,West
C13560,33,Female,West
C16323,29,Female,Central
C17857,56,Male,East
C10010,39,Male,North
C17651,39,Male,South
C10905,41,Male,South
C16807,40,Male,North
C17698,27,Female,West
C14594,29,Female,North
C13745,51,Male,South
C12883,59,Male,West
C15946,45,Male,South
C10650,36,Female,South
C15784,54,Female,East
C13308,62,Male,North
C15519,36,Male,South
C16561,66,Female,West
C15425,35,Male,North
C11510,61,Female,Central
C10853,60,Male,West
C14750,39,Male,East
C13033,24,Female,North
C12973,48,Female,South
C17764,64,Male,East
C10423,40,Female,Central
C16666,53,Male,West
C12332,19,Male,Central
C15323,38,Male,East
C11800,55,Female,East
C11146,67,Female,North
C14651,34,Female,East
C15312,52,Male,South
C12344,52,Male,East
C10216,68,Male,North
C12571,45,Male,South
C16091,50,Male,North
C13751,28,Male,East
C11268,64,Male,North
C16994,37,Male,South
C10405,40,Male,West
C16271,34,Female,West
C16380,62,Male,North
C13822,19,Male,West
C11731,28,Male,Central
C10530,23,Male,North
C11533,37,Other,Central
C15354,32,Male,South
C11755,40,Male,East
C11335,20,Male,South
C14123,30,Female,East
C12621,65,Male,East
C17384,62,Female,West
C13912,33,Other,East
C11814,54,Female,East
C14973,28,Female,South
C11684,59,Female,West
C16634,26,Female,North
C13653,48,Female,South
C12102,32,Female,South
C16427,46,Male,Central
C10129,28,Male,South
C14326,44,Female,East
C17774,46,Male,East
C13154,27,Male,North
C16760,45,Female,West
C13221,61,Female,West
C14430,30,Female,West
C14785,58,Other,West
C10171,29,Female,North
C10286,44,Female,West
C16109,27,Female,East
C13593,63,Other,Central
C16214,52,Male,West
C15059,55,Male,Central
C14082,62,Male,North
C10922,23,Male,South
C10676,36,Male,South
C12996,24,Male,West
C15653,33,Other,Central
C11192,35,Female,Central
C13898,30,Male,South
C14535,57,Male,South
C16201,41,Male,South
C16800,57,Female,East
C15205,57,Female,Central
C17027,52,Female,North
C16363,24,Female,South
C11936,55,Male,West
C11870,32,Male,Central
C11137,40,Male,West
C14584,51,Female,Central
C16507,62,Male,West
C12501,61,Female,Central
C17019,54,Female,West
C13614,39,Female,East
C14725,24,Female,East
C14229,28,Other,East
C15288,53,Male,East
C16332,60,Male,South
C12797,47,Female,East
C10456,35,Other,North
C12611,21,Female,West
C16315,67,Male,East
C17270,64,Female,West
C16484,43,Male,North
C12227,19,Female,Central
C15380,57,Male,West
C14952,40,Male,South
C12147,50,Male,Central
C14183,29,Male,Central
C15788,45,Male,West
C17993,62,Male,West
C11682,69,Female,East
C17838,18,Male,North
C10663,38,Female,South
C10787,37,Female,South
C11580,58,Female,Central
C15170,63,Female,West
C10302,47,Male,East
C14698,19,Male,West
C16185,26,Female,Central
C11498,56,Male,North
C15022,63,Male,Central
C16515,59,Male,Central
C13328,24,Male,South
C12561,50,Other,South
C17430,36,Female,West
C13488,35,Male,West
C13698,26,Male,East
C13805,48,Female,West
C13944,25,Male,West
C12644,57,Female,West
C16941,40,Female,South
C10075,33,Male,Central
C15972,57,Female,North
C16750,49,Female,Central
C12061,51,Male,West
C17695,35,Male,North
C14201,32,Female,South
C13882,48,Other,South
C16961,46,Male,North
C17731,56,Female,North
C12988,40,Male,South
C15107,50,Female,South
C12175,28,Female,Central
C15928,25,Male,East
C14189,67,Female,North
C14026,20,Female,East
C16029,28,Female,North
C13085,32,Male,South
C17732,22,Male,South
C17984,19,Male,South
C13843,29,Male,Central
C16860,25,Female,East
C15508,62,Female,West
C14160,33,Male,Central
C12173,18,Male,North
C14267,66,Male,Central
C16225,26,Male,West
C14001,69,Female,East
C17872,61,Female,East
C11609,19,Male,North
C14404,58,Female,East
C17499,28,Female,Central
C10155,43,Female,West
C16510,44,Female,East
C11162,37,Other,West
C16234,34,Other,North
C10485,38,Male,Central
C16926,24,Male,North
C13668,37,Male,West
C12318,31,Male,West
C16235,35,Male,West
C14910,18,Female,East
C11493,44,Male,Central
C13009,55,Female,South
C17502,60,Male,South
C12412,33,Female,East
C13321,53,Male,North
C17957,22,Female,West
C12615,21,Female,West
C12742,33,Female,Central
C11572,46,Female,North
C12454,18,Other,North
C13078,60,Male,West
C13318,32,Male,West
C14534,54,Female,South
C13069,50,Female,Central
C14665,28,Female,North
C16183,62,Male,Central
C17940,35,Male,East
C10242,55,Female,West
C17691,39,Female,Central
C14921,49,Female,South
C17229,62,Male,Central
C10322,20,Male,Central
C16036,25,Other,North
C16301,59,Female,South
C14323,19,Male,Central
C16037,32,Male,East
C17579,58,Female,South
C17971,18,Female,South
C16822,33,Female,North
C17401,41,Male,Central
C13632,42,Female,Central
C16393,62,Female,West
C15662,53,Male,Central
C10288,29,Male,East
C16736,51,Male,South
C10606,40,Male,East
C12651,64,Male,West
C12854,22,Female,North
C13422,43,Female,East
C14546,60,Female,North
C16911,32,Female,East
C14219,38,Male,East
C15860,37,Female,North
C13463,66,Female,West
C12649,46,Male,North
C15408,59,Male,South
C15536,30,Female,Central
C11803,37,Other,East
C10384,44,Female,Central
C15030,18,Female,Central
C17815,59,Male,South
C13645,54,Male,South
C16969,21,Female,West
C10846,45,Male,South
C10290,34,Female,West
C12080,41,Female,Central
C14612,40,Female,South
C10130,56,Male,North
C10066,65,Male,East
C15657,62,Male,East
C10712,67,Male,Central
C10950,55,Male,East
C11642,51,Female,South
C16450,29,Male,North
C13817,32,Male,East
C10734,33,Male,North
C13542,32,Female,Central
C13689,28,Female,South
C16705,66,Male,East
C16146,41,Female,Central
C13503,65,Male,Central
C17937,33,Male,South
C15133,30,Other,West
C14668,32,Female,South
C17625,19,Female,South
C15315,58,Female,South
C10211,64,Female,Central
C13940,31,Male,South
C15436,20,Male,South
C11816,66,Female,East
C11994,35,Male,Central
C12859,40,Female,North
C11541,20,Male,Central
C12639,32,Male,East
C16205,32,Other,Central
C10872,68,Female,Central
C10523,34,Female,North
C16260,61,Male,Central
C11068,47,Female,North
C16503,50,Male,North
C15177,62,Male,North
C17144,29,Female,North
C10795,20,Female,South
C17661,18,Male,West
C13532,69,Female,South
C17664,64,Male,South
C10166,46,Male,Central
C10652,24,Male,East
C13782,36,Male,South
C16310,45,Male,South
C17580,30,Male,East
C16425,36,Male,Central
C17191,38,Other,Central
C10640,60,Male,Central
C11507,26,Female,East
C12884,29,Female,West
C14250,49,Female,Central
C12478,27,Male,North
C16129,55,Male,Central
C12586,67,Female,West
C17535,31,Male,East
C16012,22,Male,South
C16549,22,Female,West
C17075,36,Male,North
C10285,22,Female,North
C17320,56,Male,West
C17944,36,Female,Central
C10975,54,Female,Central
C16581,31,Male,West
C10378,24,Male,South
C15618,68,Male,West
C12543,57,Male,East
C17341,31,Female,South
C10828,27,Female,North
C14294,65,Male,East
C16542,42,Male,West
C14745,30,Female,East
C15140,21,Female,South
C15863,40,Male,East
C12041,28,Female,West
C12636,53,Female,East
C16433,30,Male,North
C10955,66,Female,Central
C11005,35,Male,West
C11969,41,Male,South
C16180,39,Male,South
C15503,24,Female,Central
C16420,63,Female,North
C12700,21,Female,East
C14017,68,Female,East
C11536,34,Female,South
C16140,54,Female,South
C11949,23,Male,North
C14301,67,Male,West
C14630,58,Female,South
C11144,31,Female,South
C15608,34,Female,North
C11968,41,Male,East
C11333,32,Male,North
C17030,54,Male,North
C12301,46,Male,South
C10273,67,Male,West
C11078,36,Male,North
C17346,34,Male,East
C10821,57,Male,North
C15496,43,Male,North
C17315,54,Female,West
C15945,34,Male,East
C13590,35,Female,South
C13027,25,Male,Central
C13499,35,Male,North
C10048,38,Female,West
C10742,40,Male,South
C10933,23,Male,West
C14056,18,Other,East
C17610,52,Female,West
C13110,34,Other,North
C17646,50,Male,East
C16000,68,Female,South
C10504,30,Female,East
C11679,58,Male,East
C16143,24,Female,South
C12183,37,Female,East
C15954,38,Female,West
C14284,20,Female,East
C13041,37,Male,North
C12284,18,Male,Central
C13433,61,Male,North
C16171,55,Female,Central
C14274,38,Male,Central
C16595,45,Male,East
C14244,45,Female,West
C14346,22,Male,West
C10081,26,Male,West
C11053,66,Male,West
C11201,24,Male,North
C15918,38,Male,Central
C16993,68,Female,West
C11285,40,Male,West
C17796,59,Male,Central
C14447,68,Male,Central
C10865,62,Male,East
C13305,35,Male,South
C17441,31,Male,Central
C10783,40,Female,North
C14573,33,Male,Central
C17231,48,Male,West
C12728,48,Male,North
C14476,31,Female,North
C10603,48,Male,East
C13879,64,Male,South
C17354,26,Female,Central
C15362,58,Female,West
C11276,53,Male,South
C15643,30,Female,North
C11810,55,Male,West
C17720,29,Male,North
C14863,24,Male,West
C13339,66,Male,West
C11320,20,Male,West
C17128,38,Male,North
C13541,35,Female,North
C14989,37,Male,West
C14425,21,Male,South
C15852,64,Male,Central
C15457,25,Male,North
C15182,51,Other,South
C12762,57,Male,Central
C12509,24,Female,West
C13526,27,Female,North
C10204,47,Female,South
C17856,44,Male,South
C12024,43,Female,North
C10520,55,Female,Central
C13126,48,Male,South
C12445,39,Other,West
C14469,27,Male,West
C14357,26,Other,East
C10524,59,Male,North
C14377,39,Female,Central
C14105,57,Female,West
C12117,39,Female,South
C16729,67,Male,East
C12055,55,Male,West
C14951,46,Male,East
C14442,36,Female,East
C14230,56,Female,North
C10866,63,Male,East
C12830,61,Female,West
C17044,29,Female,South
C16920,64,Male,South
C15741,44,Female,East
C10348,49,Female,South
C17931,52,Female,East
C13269,49,Male,South
C10017,40,Male,Central
C16309,51,Female,West
C14549,25,Male,South
C12704,68,Male,West
C10835,44,Male,North
C14385,53,Male,South
C14671,42,Male,East
C13784,62,Male,East
C17886,18,Female,South
C11852,50,Male,Central
C17058,31,Female,North
C14660,43,Male,South
C14984,25,Female,Central
C10408,44,Female,East
C13084,48,Female,South
C11002,56,Male,North
C14092,56,Female,East
C11061,69,Male,East
C15627,41,Other,South
C10833,34,Female,South
C16374,44,Other,Central
C10421,58,Male,East
C15966,29,Other,North
C17626,64,Female,East
C13929,67,Female,South
C13864,34,Female,West
C17156,54,Male,East
C11171,42,Female,West
C17794,65,Male,North
C17298,38,Male,West
C10192,60,Male,South
C14811,24,Female,North
C12333,26,Male,Central
C10282,31,Female,East
C12275,54,Female,South
C13006,28,Male,Central
C12961,33,Male,North
C15645,36,Female,North
C11395,41,Male,West
C15934,22,Female,West
C14349,37,Male,South
C14025,26,Female,South
C10327,33,Male,South
C11453,30,Male,South
C14306,61,Female,North
C14857,65,Male,East
C10822,18,Male,North
C10430,38,Male,North
C16921,19,Male,North
C11715,37,Female,West
C16248,51,Female,Central
C15046,50,Male,South
C16664,21,Female,Central
C17571,28,Female,North
C14439,36,Male,East
C14434,65,Male,East
C11445,25,Female,East
C10725,32,Female,North
C16700,63,Female,North
C16334,68,Female,West
C14054,53,Female,East
C12387,20,Female,South
C10313,56,Female,East
C16630,42,Male,West
C14406,24,Female,North
C12104,47,Female,Central
C14311,23,Male,Central
C10653,66,Female,North
C12974,18,Male,Central
C12498,42,Female,North
C15803,68,Female,Central
C17489,30,Female,South
C15060,44,Female,Central
C17909,28,Female,Central
C13447,20,Male,West
C10512,43,Female,South
C14405,40,Other,South
C13251,39,Female,Central
C17553,42,Female,East
C15456,58,Male,West
C17311,33,Female,East
C16913,32,Male,South
C16538,40,Male,East
C10407,64,Male,South
C16526,38,Female,Central
C14981,20,Female,North
C14528,30,Female,East
C14220,21,Male,Central
C14444,35,Female,East
C15702,66,Male,Central
